customer_id,customer_name,email,registration_date,customer_type,region_code
369,Jeffrey Lyons,josephmeyer@example.net,2026-05-26,PREMIUM,WEST
370,Stephanie Vargas,olivia29@example.net,2026-05-01,VIP,EAST
371,Tiffany Coleman,qramirez@example.net,2024-06-06,PREMIUM,EAST
372,Rebecca Houston,richardbennett@example.net,2025-07-01,PREMIUM,WEST
373,Shelly Wilson,rachelhall@example.net,2025-10-15,REGULAR,EAST
374,Ashley Mendoza,brianwhite@example.org,2024-01-22,VIP,SOUTH
375,Anthony Garrison,allenandrea@example.com,2025-10-02,PREMIUM,NORTH
376,Debbie Rivera,mariawilliams@example.com,2024-05-23,VIP,NORTH
377,Richard Hale,holmescolleen@example.org,2025-04-25,PREMIUM,NORTH
378,Kimberly Rojas,steven45@example.org,2023-08-30,REGULAR,NORTH
379,Penny Rowe,royjennifer@example.org,2024-11-21,REGULAR,EAST
380,Patrick Walsh,millerjames@example.org,2025-05-21,VIP,SOUTH
381,Kimberly Watson,ballvanessa@example.com,2025-02-17,REGULAR,NORTH
382,Rebecca Gordon,karen42@example.org,2025-11-03,VIP,EAST
383,Lindsay Ray,hmitchell@example.org,2024-02-28,VIP,NORTH
384,Phillip Mason,edwardstaylor@example.net,2025-05-15,VIP,WEST
385,Andrew Williams,nina65@example.net,2024-12-21,PREMIUM,NORTH
386,Nathaniel Hill,richardhart@example.org,2025-04-11,REGULAR,SOUTH
387,Derrick Perez,mike05@example.com,2024-03-30,VIP,NORTH
388,Jaime Williams,weberbrianexample.org,2024-07-17,VIP,NORTH
389,Scott Grant,kristin09@example.net,2025-10-03,VIP,SOUTH
390,Austin Adams,hebertmichelle@example.com,2025-10-08,VIP,NORTH
391,Justin Moreno,greenjessica@example.net,2024-04-10,VIP,SOUTH
392,Kara Gilmore,zacharygray@example.org,2025-10-07,REGULAR,WEST
393,Jennifer Allen,thomasricardo@example.net,2024-10-10,REGULAR,WEST
394,Kelly Brewer,rickey20@example.org,2025-04-22,VIP,NORTH
395,Bianca Bowen,tlewis@example.com,2023-11-14,VIP,NORTH
396,Andrew Price,wmoore@example.com,2024-10-03,REGULAR,EAST
397,Amanda Powell,jenniferwood@example.net,2026-06-05,VIP,SOUTH
398,Corey Grimes,barnettterry@example.com,2025-04-08,VIP,NORTH
399,Sharon Palmer,ingramjessica@example.com,2024-07-19,PREMIUM,SOUTH
400,Kathryn White,martin27@example.net,2026-06-27,VIP,EAST
401,Michael Johnson,kaiserkelly@example.org,2024-06-09,VIP,EAST
402,Phillip Kelly,brenda16@example.net,2024-06-18,PREMIUM,EAST
403,Renee Davis,ufox@example.org,2025-11-01,VIP,NORTH
404,William Allen,mccoyjames@example.org,2024-02-04,VIP,EAST
405,Frank Perez,ubond@example.org,2023-11-17,REGULAR,NORTH
406,Lisa Wagner,victoria17@example.net,2025-04-02,PREMIUM,EAST
407,Michelle Warren,smithjack@example.org,2023-08-24,REGULAR,WEST
408,Felicia Perry,marywarrenexample.org,2024-07-23,VIP,WEST
409,Felicia Walsh,sbaker@example.net,2024-01-11,VIP,NORTH
410,Susan Rangel,peterlynch@example.com,2024-02-03,PREMIUM,NORTH
411,Angela Munoz,pittsdanielle@example.net,2024-09-27,VIP,EAST
412,Eduardo Hall,bcooper@example.net,2024-02-11,VIP,WEST
413,Jennifer Jackson,shellyobrien@example.net,2024-02-24,PREMIUM,WEST
414,Jerry Rogers,qjones@example.org,2026-06-24,VIP,SOUTH
415,Monica Anderson,cshepard@example.com,2026-03-15,REGULAR,NORTH
416,Ricky Young,ypatterson@example.net,2023-09-20,PREMIUM,WEST
417,Anne Francis,bdeleon@example.org,2024-05-04,PREMIUM,WEST
418,Amy Dyer,peter91@example.org,2025-03-01,PREMIUM,WEST
419,Jesus Flores,corythompson@example.org,2024-08-07,VIP,WEST
420,Heather Roth,ryanrodriguez@example.net,2025-08-01,REGULAR,SOUTH
421,Justin Barrera,traceyguerra@example.com,2023-09-10,PREMIUM,SOUTH
422,Eric Spencer,vdeleon@example.com,2024-07-12,REGULAR,WEST
423,Michael Pierce,ricklewis@example.net,2025-02-10,VIP,SOUTH
424,Becky Garcia,shannon09@example.org,2025-09-05,REGULAR,SOUTH
425,Justin Zimmerman,justin20@example.net,2025-06-12,PREMIUM,WEST
426,Lauren Martin PhD,kwang@example.com,2026-04-25,PREMIUM,SOUTH
427,Juan Jacobs,hdavis@example.com,2024-02-20,PREMIUM,SOUTH
428,Holly Cruz,dylancunningham@example.com,2023-08-12,VIP,EAST
429,Stacy Hudson,stephaniezamora@example.org,2024-04-22,PREMIUM,WEST
430,Renee Walker,kimberlyjordan@example.net,2025-11-25,REGULAR,WEST
431,Amy Dean,branchthomas@example.com,2026-03-30,REGULAR,EAST
432,Phillip Compton,maygordon@example.org,2024-11-01,REGULAR,EAST
433,Wendy Perez,markbates@example.com,2026-04-15,VIP,EAST
434,Travis Taylor,hufftina@example.org,2024-12-26,VIP,WEST
435,Stacy Wilson,rachelknightexample.com,2024-12-21,PREMIUM,WEST
436,Robert Bowers,wgarza@example.net,2026-05-25,PREMIUM,SOUTH
437,Matthew Davis,wberry@example.com,2026-03-15,PREMIUM,WEST
438,Ronald Smith,gstokes@example.net,2026-06-09,VIP,SOUTH
439,Pamela Aguirre,ashley14@example.org,2024-08-27,PREMIUM,EAST
440,Chase Matthews,melissa40@example.org,2024-03-21,REGULAR,EAST
441,Danny Smith,yburkeexample.org,2023-10-03,PREMIUM,NORTH
442,William Hughes,charlesbarnett@example.net,2024-12-11,PREMIUM,WEST
443,Samantha Johnson,brooksbrian@example.net,2024-09-15,PREMIUM,SOUTH
444,Mark Jones,brian62@example.net,2025-09-27,PREMIUM,WEST
445,Kevin Ramos,dsims@example.net,2025-02-01,VIP,EAST
446,Douglas Smith,malexander@example.com,2025-03-07,PREMIUM,SOUTH
447,Miguel Cole,jessicahines@example.com,2026-05-17,PREMIUM,SOUTH
448,Chad Smith,reesetravis@example.net,2025-07-15,VIP,SOUTH
449,Tammy Hendrix,hammondjoseph@example.com,2025-09-30,REGULAR,WEST
450,Deborah Waller,jameshall@example.org,2024-11-09,REGULAR,EAST
451,Timothy Harris,irodriguez@example.org,2025-06-30,REGULAR,WEST
452,Samuel Nolan,erikamiller@example.org,2023-07-10,VIP,EAST
453,Daniel Henderson,david78@example.net,2024-12-26,PREMIUM,WEST
454,Connor West,kurt90@example.net,2024-03-28,VIP,EAST
455,Erica Thomas,ccarter@example.org,2025-05-09,PREMIUM,SOUTH
456,Zachary Young,evelyncollier@example.com,2025-07-09,PREMIUM,SOUTH
457,Tanya Stein,kcontreras@example.org,2023-11-03,REGULAR,WEST
458,Christopher Davis,lshannon@example.net,2024-04-18,VIP,NORTH
459,Corey Stone,ijackson@example.com,2025-08-11,VIP,WEST
460,Melissa Kim,odelacruz@example.net,2024-07-21,PREMIUM,EAST
461,Sarah Thompson,ricky53@example.net,2025-06-07,PREMIUM,SOUTH
462,Allison Floyd,hpowell@example.com,2025-07-22,VIP,SOUTH
463,Jennifer Hurley,rachelholmes@example.org,2023-08-03,VIP,NORTH
464,Aaron Fernandez,hopkinsgeorge@example.org,2026-03-13,REGULAR,SOUTH
465,Michael Miller,qshelton@example.com,2023-08-02,VIP,EAST
466,Kimberly West,mcdanielrichard@example.org,2023-10-31,PREMIUM,WEST
467,Patricia Thompson,marksanders@example.com,2026-01-18,REGULAR,EAST
468,Kristin Ferguson,joe99@example.net,2024-09-30,REGULAR,EAST
469,Shawna Benton,patriciajohnson@example.com,2023-08-31,VIP,WEST
470,Melissa Hall,mproctor@example.net,2026-06-18,PREMIUM,SOUTH
471,Wayne Wong,nicole59@example.net,2025-11-15,PREMIUM,SOUTH
472,Maria Campbell,ggarrett@example.com,2023-09-03,PREMIUM,NORTH
473,Jessica Kelly,joestephens@example.com,2025-03-07,PREMIUM,EAST
474,Joshua Stanton,anthonygilbert@example.com,2025-02-20,VIP,WEST
475,Tracey Brown,isimpson@example.com,2025-02-26,VIP,SOUTH
476,Shannon Andrews,twagner@example.org,2024-01-27,REGULAR,NORTH
477,Kenneth Snyder,gibbsamanda@example.net,2025-10-01,PREMIUM,WEST
478,Mason Fleming,migueldominguez@example.org,2026-05-05,PREMIUM,WEST
479,Heather Vang,vluna@example.net,2025-06-18,VIP,WEST
480,Amanda Martinez,rachel25@example.com,2024-08-29,PREMIUM,SOUTH
481,Timothy Long,wgonzalez@example.net,2024-10-08,REGULAR,EAST
482,David Lynn,kristine33@example.net,2025-12-15,VIP,NORTH
483,Gina Martin,cohensabrina@example.org,2025-10-15,REGULAR,SOUTH
484,Miranda Randolph,robincooper@example.org,2025-12-19,REGULAR,SOUTH
485,Tracy Walker,matthewfranklin@example.net,2025-02-03,VIP,SOUTH
486,Scott Ayers,castropeter@example.com,2023-08-18,REGULAR,NORTH
487,Katherine Baker,jherring@example.com,2023-08-03,PREMIUM,EAST
488,Nicole Mejia,mallory30@example.org,2024-10-28,PREMIUM,NORTH
489,Barbara Leonard,housedaniel@example.com,2026-01-25,VIP,NORTH
490,Mr. Joseph Bush,josephjohnson@example.com,2024-05-31,VIP,WEST
491,Brandon Carter,murphymark@example.org,2024-06-10,VIP,NORTH
492,Holly Mercado,halvarez@example.org,2024-07-13,PREMIUM,SOUTH
493,Jillian Stewart,moyerjoseph@example.org,2026-06-26,PREMIUM,SOUTH
494,Rebekah Campbell,johnsonmichael@example.com,2025-02-23,VIP,NORTH
495,Theresa Martinez,mhoffman@example.net,2024-01-30,VIP,SOUTH
496,Adriana Ward,meganrose@example.com,2025-03-25,REGULAR,SOUTH
497,Chad Rivera,ubutler@example.net,2025-09-03,REGULAR,SOUTH
498,Paul Ryan,kenneth22@example.com,2024-12-15,PREMIUM,WEST
499,Victoria Barry,amber59example.com,2025-01-25,VIP,WEST
500,Emily Marquez,gregory24@example.net,2024-01-10,PREMIUM,WEST
